waiting_num,holiday_or_peak_season,journey_month,target,holiday_waiting_interaction
0,0,6,1,0
0,1,6,1,0
7,0,6,1,0
71,1,6,1,71
0,0,6,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,1,6,1,0
21,1,6,1,21
121,1,6,0,121
0,1,6,1,0
0,1,6,1,0
182,0,6,0,0
77,0,6,1,0
2,1,6,1,2
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
51,1,7,1,51
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
140,0,7,0,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
63,1,7,1,63
1,0,7,1,0
53,1,7,1,53
0,1,7,1,0
0,1,7,1,0
186,0,7,0,0
0,1,7,1,0
116,1,7,0,116
181,0,7,0,0
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
125,0,8,0,0
138,1,8,0,138
19,1,8,1,19
120,0,8,0,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
0,0,8,1,0
144,0,8,0,0
8,0,8,1,0
177,1,8,0,177
0,0,8,1,0
0,0,8,1,0
0,0,8,1,0
186,0,8,0,0
86,0,8,1,0
155,0,8,0,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,1,8,1,0
0,0,8,1,0
0,1,8,1,0
184,1,8,0,184
0,1,8,1,0
142,0,8,1,0
0,0,8,1,0
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
0,1,9,1,0
0,1,9,1,0
0,1,9,1,0
8,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,1,9,1,0
0,1,9,1,0
191,0,9,0,0
188,0,9,0,0
69,1,9,1,69
0,1,9,1,0
0,1,9,1,0
32,0,9,1,0
23,1,9,1,23
0,0,9,1,0
36,1,9,1,36
87,1,9,0,87
0,1,9,1,0
134,1,9,0,134
0,0,9,1,0
13,1,9,1,13
0,1,9,1,0
0,1,9,1,0
0,1,10,1,0
0,1,10,1,0
59,1,10,1,59
194,0,10,0,0
179,0,10,0,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
175,1,10,0,175
0,0,10,1,0
41,0,10,1,0
0,1,10,1,0
0,1,10,1,0
81,1,10,1,81
0,1,10,1,0
103,1,10,0,103
0,1,10,1,0
75,1,10,0,75
186,1,10,0,186
175,0,10,0,0
0,0,10,1,0
97,0,10,0,0
0,1,10,1,0
0,0,10,1,0
0,1,10,1,0
105,1,10,0,105
0,0,10,0,0
0,0,10,1,0
158,0,10,0,0
99,1,11,0,99
166,1,11,0,166
0,1,11,1,0
0,1,11,1,0
192,1,11,0,192
0,1,11,1,0
0,0,11,1,0
0,0,11,1,0
198,0,11,0,0
64,1,11,1,64
0,0,11,1,0
0,1,11,1,0
34,0,11,1,0
0,0,11,1,0
0,0,11,1,0
25,0,11,1,0
0,0,11,1,0
0,1,11,1,0
18,1,11,1,18
0,0,11,1,0
34,1,11,1,34
0,0,11,1,0
140,1,11,0,140
0,0,11,1,0
0,0,11,1,0
0,1,11,1,0
0,0,11,1,0
0,0,11,1,0
74,1,11,1,74
0,0,11,1,0
143,0,12,0,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
172,1,12,0,172
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
94,1,12,0,94
169,0,12,0,0
0,0,12,1,0
10,1,12,1,10
134,0,12,0,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
109,0,12,0,0
0,1,12,1,0
0,1,12,1,0
191,0,12,0,0
0,0,12,1,0
10,0,12,1,0
0,1,12,1,0
10,1,12,1,10
26,0,12,1,0
41,1,12,1,41
28,1,12,1,28
46,1,1,1,46
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
122,1,1,0,122
28,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
21,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
149,0,1,0,0
0,1,1,1,0
78,1,1,1,78
0,1,1,1,0
136,1,1,0,136
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,0,1,1,0
100,0,1,0,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
61,1,1,1,61
0,0,2,1,0
0,0,2,1,0
17,0,2,1,0
0,1,2,1,0
0,0,2,1,0
0,0,2,1,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
122,1,2,0,122
0,0,2,1,0
135,0,2,0,0
107,0,2,0,0
0,1,2,1,0
81,0,2,1,0
181,1,2,0,181
0,0,2,1,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,0,2,1,0
0,0,2,1,0
0,0,3,1,0
184,0,3,0,0
168,0,3,0,0
67,0,3,0,0
89,0,3,1,0
192,1,3,0,192
199,0,3,0,0
83,1,3,0,83
0,1,3,1,0
0,1,3,1,0
0,0,3,1,0
72,1,3,0,72
0,1,3,1,0
0,0,3,1,0
138,0,3,0,0
22,1,3,1,22
0,1,3,1,0
0,1,3,1,0
0,1,3,1,0
37,0,3,1,0
150,0,3,0,0
152,0,3,0,0
0,1,3,1,0
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
107,0,3,0,0
122,0,3,0,0
159,0,3,0,0
120,1,3,0,120
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
111,1,4,0,111
0,0,4,1,0
75,0,4,1,0
0,0,4,1,0
139,1,4,0,139
0,1,4,1,0
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
186,1,4,0,186
134,0,4,0,0
0,0,4,1,0
164,0,4,0,0
0,0,4,1,0
107,0,4,1,0
0,1,4,1,0
60,1,4,1,60
123,0,4,0,0
0,1,4,1,0
0,1,4,1,0
77,0,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,5,1,0
167,0,5,0,0
3,0,5,1,0
0,0,5,1,0
196,0,5,0,0
0,0,5,1,0
0,0,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
103,1,5,0,103
84,1,5,0,84
76,0,5,1,0
177,0,5,0,0
0,1,5,1,0
0,1,5,1,0
131,0,5,0,0
0,0,5,1,0
0,0,5,1,0
0,1,5,1,0
26,1,5,1,26
96,0,5,0,0
0,1,5,1,0
0,1,5,1,0
51,1,5,1,51
52,1,5,1,52
114,1,5,0,114
130,0,5,0,0
0,0,5,1,0
0,1,6,1,0
0,0,6,1,0
67,0,6,1,0
102,0,6,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
3,0,6,0,0
4,1,6,1,4
0,1,6,1,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,1,6,1,0
0,0,6,1,0
0,1,6,1,0
159,0,6,0,0
180,0,6,0,0
0,0,6,0,0
0,1,6,1,0
194,0,6,0,0
104,1,6,0,104
0,1,6,1,0
0,1,6,1,0
0,0,6,1,0
9,1,7,0,9
116,1,7,0,116
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
166,0,7,0,0
0,0,7,1,0
0,1,7,1,0
0,0,7,1,0
0,1,7,1,0
53,1,7,1,53
0,0,7,1,0
0,1,7,1,0
0,0,7,1,0
0,1,7,1,0
55,1,7,1,55
0,0,7,1,0
0,1,7,1,0
72,1,7,0,72
0,0,7,1,0
181,0,7,0,0
0,0,7,1,0
95,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
0,0,7,0,0
120,1,7,0,120
0,0,7,1,0
0,0,7,1,0
161,1,7,0,161
0,1,8,1,0
0,0,8,1,0
67,1,8,1,67
0,1,8,0,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
126,1,8,0,126
0,0,8,1,0
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
0,0,8,1,0
91,1,8,0,91
29,1,8,1,29
0,1,8,1,0
14,1,8,1,14
0,1,8,1,0
180,1,8,0,180
9,1,8,1,9
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,0,8,1,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
72,0,9,1,0
144,1,9,0,144
97,1,9,0,97
86,0,9,0,0
0,0,9,1,0
0,0,9,1,0
0,0,9,1,0
0,0,9,1,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
45,0,9,1,0
0,0,9,1,0
50,0,9,1,0
0,0,9,1,0
0,0,9,1,0
160,0,9,0,0
0,1,9,1,0
0,0,9,1,0
147,0,9,0,0
182,1,9,0,182
0,1,9,1,0
42,1,9,1,42
18,0,9,1,0
191,1,9,0,191
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
80,1,10,1,80
153,1,10,0,153
159,1,10,0,159
0,0,10,1,0
0,1,10,1,0
134,0,10,0,0
199,0,10,0,0
0,1,10,1,0
116,0,10,0,0
0,1,10,1,0
40,1,10,1,40
107,1,10,0,107
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
115,0,10,0,0
132,1,10,0,132
0,1,10,1,0
0,1,10,1,0
0,1,10,1,0
133,1,10,0,133
0,0,10,1,0
0,0,10,1,0
96,1,10,1,96
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
176,0,10,0,0
184,1,10,0,184
26,0,11,1,0
0,1,11,1,0
0,0,11,1,0
0,1,11,1,0
21,1,11,1,21
115,1,11,0,115
72,1,11,1,72
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
22,0,11,1,0
0,1,11,1,0
0,0,11,1,0
0,1,11,1,0
151,0,11,0,0
0,1,11,1,0
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
151,1,11,0,151
0,0,11,1,0
0,0,11,1,0
41,0,11,1,0
0,1,11,1,0
0,0,11,1,0
0,0,11,1,0
135,0,11,0,0
0,0,11,1,0
0,1,11,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,0,12,1,0
57,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
134,1,12,0,134
0,0,12,1,0
162,1,12,0,162
0,0,12,1,0
14,1,12,1,14
140,0,12,0,0
130,1,12,0,130
200,0,12,0,0
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
83,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
167,1,1,0,167
52,0,1,1,0
72,1,1,1,72
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
132,1,1,0,132
118,1,1,0,118
131,0,1,0,0
0,1,1,1,0
119,0,1,0,0
75,1,1,1,75
0,0,1,1,0
2,0,1,1,0
0,0,1,1,0
17,1,1,1,17
0,0,1,1,0
86,1,1,0,86
126,0,1,0,0
62,1,1,1,62
193,0,1,0,0
0,1,2,1,0
0,1,2,1,0
136,0,2,0,0
0,0,2,0,0
0,0,2,1,0
0,0,2,1,0
124,1,2,0,124
4,1,2,1,4
159,1,2,0,159
97,0,2,0,0
18,0,2,1,0
0,0,2,1,0
42,0,2,0,0
110,0,2,0,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
196,0,2,0,0
0,0,2,1,0
0,1,2,1,0
195,0,2,0,0
178,1,2,0,178
0,0,2,1,0
113,0,2,0,0
0,0,2,1,0
0,1,2,1,0
0,0,2,1,0
151,1,2,0,151
100,1,3,1,100
0,0,3,1,0
0,0,3,1,0
171,0,3,0,0
0,1,3,1,0
0,0,3,1,0
115,0,3,0,0
163,0,3,0,0
0,0,3,1,0
124,0,3,0,0
0,1,3,1,0
40,0,3,1,0
0,1,3,1,0
62,0,3,1,0
55,0,3,1,0
9,1,3,1,9
0,0,3,1,0
0,1,3,1,0
0,1,3,1,0
0,1,3,1,0
0,1,3,1,0
0,0,3,1,0
6,1,3,1,6
0,1,3,1,0
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
0,1,3,1,0
0,1,3,1,0
62,0,3,1,0
0,1,3,1,0
0,0,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
0,0,4,1,0
147,1,4,0,147
0,1,4,1,0
184,1,4,0,184
111,1,4,0,111
0,0,4,1,0
0,1,4,1,0
0,1,4,1,0
0,0,4,1,0
0,0,4,1,0
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,1,4,1,0
100,1,4,0,100
0,1,4,1,0
0,0,4,1,0
53,1,4,1,53
0,1,4,1,0
0,1,4,1,0
0,1,4,1,0
0,0,5,1,0
0,1,5,1,0
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
6,1,5,1,6
0,1,5,1,0
160,1,5,0,160
0,0,5,1,0
0,0,5,1,0
0,0,5,1,0
0,0,5,1,0
0,0,5,1,0
92,0,5,0,0
95,0,5,0,0
103,1,5,0,103
0,1,5,1,0
0,1,5,1,0
0,1,5,0,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
0,0,5,1,0
0,0,5,1,0
50,1,5,1,50
0,1,5,1,0
50,0,6,0,0
0,1,6,1,0
0,0,6,1,0
0,0,6,1,0
0,1,6,1,0
0,1,6,1,0
161,0,6,1,0
162,0,6,0,0
86,0,6,1,0
158,1,6,0,158
0,1,6,1,0
0,1,6,1,0
30,0,6,1,0
0,1,6,1,0
198,0,6,0,0
0,1,6,1,0
0,0,6,1,0
118,1,6,0,118
0,0,6,1,0
173,1,6,0,173
0,1,6,1,0
0,1,6,1,0
0,0,6,1,0
0,1,6,1,0
0,0,6,1,0
116,1,6,0,116
0,0,6,1,0
0,1,6,1,0
0,1,6,1,0
161,0,6,0,0
0,0,7,1,0
66,1,7,0,66
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,1,7,1,0
0,0,7,0,0
104,1,7,0,104
120,0,7,0,0
0,0,7,1,0
0,0,7,1,0
155,1,7,0,155
0,0,7,1,0
111,1,7,0,111
0,0,7,1,0
63,1,7,1,63
0,0,7,0,0
0,1,7,1,0
44,0,7,1,0
3,0,7,1,0
174,1,7,0,174
0,1,7,1,0
106,1,7,0,106
0,0,7,1,0
0,1,7,1,0
83,1,7,1,83
195,0,7,0,0
0,1,7,1,0
31,1,7,1,31
0,0,8,1,0
0,0,8,1,0
0,0,8,1,0
65,1,8,1,65
49,1,8,1,49
0,0,8,1,0
0,0,8,1,0
0,1,8,1,0
0,1,8,0,0
0,1,8,1,0
126,1,8,0,126
0,1,8,1,0
0,0,8,1,0
0,0,8,1,0
0,1,8,1,0
143,1,8,0,143
0,0,8,1,0
192,0,8,0,0
0,1,8,1,0
73,1,8,1,73
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
0,1,8,1,0
155,1,8,0,155
75,1,8,1,75
0,0,8,1,0
113,0,8,0,0
0,1,8,1,0
0,0,8,1,0
0,1,8,1,0
0,0,9,1,0
146,0,9,0,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
44,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
160,0,9,0,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
152,0,9,0,0
0,0,9,1,0
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
79,0,9,1,0
184,1,9,0,184
0,1,9,1,0
0,0,10,1,0
20,1,10,1,20
0,0,10,1,0
21,0,10,1,0
121,1,10,0,121
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
138,1,10,0,138
81,0,10,0,0
99,0,10,1,0
0,0,10,1,0
0,1,10,1,0
58,1,10,1,58
0,1,10,1,0
154,0,10,0,0
0,0,10,1,0
73,1,10,1,73
0,1,10,1,0
0,1,10,1,0
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
90,0,10,0,0
26,0,10,1,0
0,0,10,1,0
182,1,10,0,182
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
0,1,11,1,0
0,0,11,1,0
0,0,11,1,0
131,0,11,0,0
0,0,11,1,0
0,1,11,1,0
0,0,11,1,0
135,0,11,0,0
0,1,11,1,0
0,0,11,1,0
170,1,11,0,170
0,0,11,1,0
0,1,11,1,0
0,1,11,1,0
0,1,11,1,0
0,0,11,1,0
0,1,11,1,0
47,0,11,1,0
133,0,11,0,0
0,1,11,1,0
31,0,11,1,0
0,1,11,1,0
61,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,1,11,1,0
0,1,11,1,0
0,0,11,1,0
128,1,11,0,128
0,1,11,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
99,1,12,0,99
99,0,12,1,0
120,1,12,0,120
91,0,12,0,0
0,0,12,1,0
0,0,12,1,0
26,1,12,1,26
0,0,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
117,0,12,0,0
0,1,12,1,0
116,0,12,0,0
98,0,12,1,0
166,1,12,0,166
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
66,1,12,1,66
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
55,0,1,1,0
144,1,1,0,144
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
94,1,1,0,94
122,0,1,0,0
19,0,1,1,0
154,1,1,0,154
129,1,1,0,129
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,0,0
0,0,1,0,0
104,1,1,0,104
0,0,1,1,0
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
106,1,1,0,106
158,1,1,0,158
0,0,1,1,0
0,1,1,1,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
44,1,2,1,44
0,1,2,1,0
0,1,2,1,0
76,1,2,1,76
0,0,2,1,0
0,0,2,1,0
64,0,2,1,0
0,1,2,1,0
0,0,2,1,0
0,0,2,1,0
166,0,2,0,0
61,1,2,1,61
0,0,2,1,0
157,0,2,0,0
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
0,0,2,1,0
0,0,2,1,0
11,1,2,1,11
126,0,2,0,0
0,1,2,1,0
61,1,3,1,61
0,1,3,1,0
142,1,3,0,142
0,0,3,1,0
196,1,3,0,196
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
8,1,3,1,8
0,1,3,1,0
0,0,3,1,0
190,1,3,0,190
109,1,3,0,109
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
0,1,3,1,0
0,1,3,1,0
10,0,3,1,0
0,1,3,1,0
84,1,3,1,84
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
0,0,3,0,0
83,1,3,1,83
0,0,3,1,0
0,0,3,1,0
0,1,4,1,0
0,1,4,1,0
104,1,4,0,104
94,0,4,1,0
0,0,4,1,0
123,0,4,0,0
0,0,4,1,0
0,1,4,1,0
124,0,4,0,0
118,1,4,0,118
119,0,4,0,0
14,0,4,1,0
76,1,4,1,76
29,1,4,1,29
93,0,4,1,0
0,1,4,1,0
0,1,4,1,0
0,1,4,1,0
96,0,4,0,0
0,0,4,1,0
0,1,4,1,0
139,0,4,0,0
0,1,4,1,0
0,0,4,1,0
0,0,4,1,0
127,1,4,0,127
0,1,4,1,0
4,1,4,1,4
0,0,4,1,0
0,1,4,1,0
0,1,5,1,0
75,0,5,1,0
0,1,5,1,0
0,1,5,1,0
47,1,5,1,47
79,1,5,1,79
0,1,5,1,0
0,0,5,1,0
0,1,5,1,0
185,1,5,0,185
9,1,5,1,9
159,0,5,0,0
0,1,5,1,0
0,0,5,1,0
0,0,5,1,0
0,1,5,1,0
6,1,5,1,6
0,0,5,1,0
91,0,5,1,0
0,1,5,1,0
0,0,5,1,0
82,1,5,1,82
0,0,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
0,1,5,1,0
77,1,5,1,77
158,0,5,0,0
0,1,5,1,0
0,0,5,1,0
44,0,6,1,0
72,1,6,0,72
0,1,6,1,0
0,1,6,1,0
12,0,6,1,0
133,1,6,0,133
162,1,6,0,162
0,1,6,1,0
77,1,6,1,77
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
0,0,6,1,0
0,1,6,1,0
36,0,6,1,0
0,1,6,1,0
0,0,6,1,0
171,0,6,0,0
132,1,6,0,132
0,0,6,1,0
0,0,6,1,0
99,1,6,0,99
0,1,6,1,0
157,0,6,0,0
0,0,6,1,0
0,1,6,1,0
0,1,6,1,0
0,0,6,0,0
92,1,6,0,92
0,1,6,1,0
164,1,7,0,164
22,1,7,1,22
0,1,7,1,0
0,0,7,1,0
0,0,7,1,0
111,1,7,0,111
0,1,7,1,0
149,0,7,0,0
0,0,7,1,0
0,0,7,0,0
165,1,7,0,165
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
146,1,7,0,146
138,1,7,0,138
105,1,7,0,105
0,0,7,1,0
0,1,7,1,0
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
0,0,7,1,0
0,0,7,1,0
0,0,7,1,0
116,1,7,0,116
0,0,7,1,0
0,0,7,1,0
0,0,7,1,0
0,1,7,1,0
0,1,7,1,0
176,1,8,0,176
2,0,8,1,0
0,0,8,1,0
0,0,8,1,0
194,1,8,0,194
164,1,8,0,164
0,0,8,1,0
59,0,8,1,0
0,1,8,1,0
165,0,8,0,0
0,0,8,1,0
98,1,8,0,98
0,0,8,1,0
10,1,8,1,10
0,0,8,1,0
0,1,8,1,0
145,0,8,0,0
96,0,8,0,0
0,0,8,1,0
125,0,8,0,0
128,1,8,0,128
0,0,8,1,0
0,0,8,1,0
0,1,8,1,0
0,1,8,1,0
78,0,8,1,0
0,0,8,1,0
0,0,8,1,0
0,1,8,1,0
22,1,8,1,22
0,1,8,1,0
0,0,9,1,0
167,0,9,0,0
0,0,9,1,0
0,1,9,1,0
0,1,9,1,0
0,1,9,1,0
0,0,9,1,0
0,0,9,1,0
162,1,9,0,162
166,0,9,0,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,1,9,1,0
121,1,9,0,121
16,1,9,1,16
0,1,9,1,0
0,1,9,1,0
150,0,9,0,0
135,1,9,0,135
0,1,9,1,0
0,1,9,1,0
197,1,9,0,197
0,0,9,1,0
0,0,9,1,0
0,0,9,1,0
155,0,9,0,0
0,0,9,1,0
0,1,9,1,0
0,0,9,1,0
0,0,10,1,0
5,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
0,0,10,1,0
0,1,10,1,0
103,0,10,0,0
0,1,10,1,0
0,1,10,1,0
0,1,10,1,0
182,1,10,0,182
180,1,10,0,180
199,1,10,0,199
32,0,10,1,0
76,0,10,0,0
0,1,10,1,0
5,0,10,1,0
0,1,10,1,0
171,1,10,0,171
0,0,10,1,0
0,0,10,1,0
0,0,10,1,0
0,1,10,1,0
0,1,10,1,0
5,1,10,1,5
0,1,10,1,0
190,0,10,0,0
0,0,11,1,0
130,1,11,0,130
0,1,11,1,0
0,0,11,1,0
0,0,11,1,0
0,1,11,1,0
0,0,11,1,0
0,1,11,1,0
195,0,11,0,0
0,0,11,1,0
0,1,11,1,0
0,1,11,1,0
0,0,11,1,0
69,1,11,1,69
0,1,11,1,0
85,0,11,0,0
127,0,11,0,0
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,1,11,1,0
32,0,11,1,0
0,1,11,1,0
0,0,11,1,0
115,1,11,0,115
146,1,11,0,146
0,0,11,1,0
0,0,11,1,0
0,0,11,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
5,1,12,0,5
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
0,1,12,1,0
94,0,12,0,0
0,1,12,1,0
0,1,12,1,0
22,0,12,1,0
71,1,12,1,71
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
0,0,12,1,0
0,1,12,1,0
80,1,12,0,80
0,1,12,1,0
0,0,12,1,0
0,0,12,1,0
0,1,12,1,0
192,1,12,0,192
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
142,1,1,0,142
0,1,1,1,0
0,1,1,0,0
99,0,1,0,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
174,1,1,0,174
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
85,1,1,0,85
0,1,1,1,0
0,0,1,1,0
0,1,1,0,0
0,0,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
126,1,1,0,126
0,0,2,1,0
0,0,2,1,0
0,0,2,1,0
199,0,2,0,0
0,1,2,0,0
0,1,2,1,0
0,1,2,1,0
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
0,1,2,1,0
195,1,2,0,195
0,0,2,1,0
0,1,2,1,0
0,1,2,1,0
36,1,2,1,36
0,1,2,1,0
151,0,2,0,0
110,1,2,0,110
0,1,2,1,0
109,1,2,0,109
164,1,2,0,164
0,0,2,1,0
98,0,2,0,0
133,1,2,0,133
0,0,2,1,0
0,1,3,1,0
0,1,3,1,0
0,0,3,0,0
0,1,3,1,0
0,0,3,1,0
11,0,3,1,0
0,1,3,1,0
57,1,3,1,57
0,1,3,1,0
35,1,3,1,35
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
119,1,3,0,119
0,0,3,1,0
0,1,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,1,3,1,0
0,1,3,0,0
0,0,3,1,0
0,1,3,1,0
114,1,3,0,114
0,0,3,1,0
87,0,3,0,0
125,0,3,0,0
0,1,3,1,0
0,1,3,1,0
68,0,3,1,0
0,0,3,1,0
0,1,4,1,0
0,0,4,1,0
0,1,4,1,0
0,1,4,1,0
179,1,4,0,179
0,0,4,1,0
0,1,4,1,0
48,0,4,1,0
163,1,4,0,163
0,1,4,1,0
